observation_id,scenario,tree_fine_energy_ratio,runtime_e4_seconds,inner_iterations,outer_nfev
stage28:A:680:mixed:181,mixed,407.0522520545708,0.046464517712593,9,8
stage28:A:680:mixed:192,mixed,20.84955832457517,0.051482118666172,10,8
stage28:A:680:mixed:195,mixed,69.27925723021646,0.0486908033490181,10,7
stage28:B:380:gaussian:005,gaussian,78.77886794608764,0.0975070670247078,14,11
stage28:B:380:gaussian:014,gaussian,387.8137955638079,0.0902780219912529,13,10
stage28:B:380:gaussian:020,gaussian,532.5409330081906,0.1017891094088554,11,13
stage28:B:380:gaussian:024,gaussian,963.1521214945484,0.0845954939723014,17,9
stage28:B:380:gaussian:026,gaussian,696.4199719646117,0.0574347451329231,10,10
stage28:B:380:gaussian:031,gaussian,643.0970746137486,0.0825715437531471,12,11
stage28:B:380:gaussian:039,gaussian,371.89572149482296,0.0944629311561584,13,11
stage28:B:380:gaussian:045,gaussian,216.63809096849684,0.0863037258386612,14,9
stage28:B:380:gaussian:049,gaussian,345.44871531169366,0.1088705956935882,14,12
stage28:B:380:gaussian:058,gaussian,34.52302159240054,0.1314690336585044,13,13
stage28:B:380:gaussian:060,gaussian,183.5166214384764,0.1114836856722831,60,11
stage28:B:380:gaussian:065,gaussian,381.06700706019177,0.1279337629675865,20,11
stage28:B:380:gaussian:066,gaussian,21.631578034864987,0.1100892424583435,12,12
stage28:B:380:gaussian:077,gaussian,187.60484756316455,0.1030053198337555,16,11
stage28:B:380:gaussian:083,gaussian,109.76805002443396,0.1155067235231399,17,12
stage28:B:380:gaussian:094,gaussian,33.555111839965605,0.1145675107836723,23,13
stage28:B:380:gaussian:109,gaussian,48.1383539448323,0.0987924858927726,16,9
stage28:B:380:gaussian:118,gaussian,86.4589600924486,0.1039370819926261,10,13
stage28:B:380:gaussian:138,gaussian,53.28508958259808,0.1119275614619255,18,9
stage28:B:380:gaussian:144,gaussian,100.6972110253186,0.061939314007759,11,12
stage28:B:380:gaussian:145,gaussian,664.5610550147388,0.1281297951936721,21,10
stage28:B:380:gaussian:147,gaussian,863.7911946248967,0.1120630651712417,18,10
stage28:B:380:gaussian:149,gaussian,146.53431439520986,0.0956945791840553,13,11
stage28:B:380:gaussian:176,gaussian,58.282845099463856,0.1076216697692871,12,12
stage28:B:380:gaussian:188,gaussian,49.436410698815976,0.121257409453392,17,11
stage28:B:380:impulsive:097,impulsive,201.98726873376765,0.0886436179280281,13,11
stage28:B:380:baseline_drift:034,baseline_drift,35.35727471845475,0.0908089131116867,18,11
stage28:B:380:baseline_drift:041,baseline_drift,16.439509951223016,0.0640652477741241,12,10
stage28:B:380:baseline_drift:082,baseline_drift,44.11825645206168,0.1214778944849968,10,13
stage28:B:380:baseline_drift:094,baseline_drift,217.03466391520487,0.0633376687765121,11,10
stage28:B:380:baseline_drift:101,baseline_drift,355.4554691775904,0.0879270061850547,13,10
stage28:B:380:baseline_drift:106,baseline_drift,8.125203654276238,0.0565462559461593,11,11
stage28:B:380:baseline_drift:128,baseline_drift,13.059426440950835,0.0959565043449401,13,12
stage28:B:380:baseline_drift:157,baseline_drift,13.806030648799222,0.1073996722698211,13,10
stage28:B:380:mixed:059,mixed,280.8390528804332,0.0956031009554863,10,12
stage28:B:380:mixed:104,mixed,81.10689848529263,0.1163680925965309,12,11
stage28:B:380:mixed:116,mixed,664.9202190705402,0.0610092505812644,10,12
stage28:B:380:mixed:145,mixed,293.0475117244694,0.0950379818677902,11,12
stage28:B:380:mixed:150,mixed,52.04891860020312,0.091869942843914,13,13
stage28:B:380:mixed:153,mixed,95.27386461280278,0.0572217553853988,14,9
stage28:B:380:mixed:167,mixed,374.47401038091607,0.0837868377566337,9,10
stage28:B:380:mixed:169,mixed,452.81014351403945,0.0983694642782211,12,11
stage28:B:380:mixed:190,mixed,43.88111174376262,0.0610699653625488,9,10
stage28:B:520:gaussian:030,gaussian,425.14119504710095,0.1261293068528175,12,11
stage28:B:520:gaussian:053,gaussian,1678.3506154747963,0.0980245992541313,13,10
stage28:B:520:gaussian:090,gaussian,2036.6733931223887,0.0812647640705108,14,10
stage28:B:520:gaussian:116,gaussian,329.2368808534869,0.0774472877383232,16,10
stage28:B:520:gaussian:140,gaussian,2045.517670046627,0.0684292614459991,15,10
stage28:B:520:gaussian:142,gaussian,59.42166596334373,0.0628015622496604,12,10
stage28:B:520:gaussian:165,gaussian,834.376675453293,0.0746263712644577,13,12
stage28:B:520:gaussian:185,gaussian,29.82730503534653,0.0613174587488174,12,10
stage28:B:520:gaussian:196,gaussian,610.1562240890155,0.0695434659719467,12,10
stage28:B:520:impulsive:007,impulsive,2116.282723923732,0.0524267330765724,10,10
stage28:B:520:impulsive:012,impulsive,162.86597402566665,0.0810338929295539,12,10
stage28:B:520:impulsive:172,impulsive,38.90574854891919,0.0928221121430397,13,13
stage28:B:520:impulsive:195,impulsive,581.3480151721764,0.0606717988848686,10,10
stage28:B:520:baseline_drift:002,baseline_drift,187.31630779150984,0.0931906923651695,15,11
stage28:B:520:baseline_drift:008,baseline_drift,5.096382226906566,0.0863097682595253,14,11
stage28:B:520:baseline_drift:021,baseline_drift,5.948276235435441,0.0746560171246528,10,10
stage28:B:520:baseline_drift:027,baseline_drift,96.87950619702416,0.0676144734025001,10,13
stage28:B:520:baseline_drift:067,baseline_drift,23.363463263424357,0.0923219993710517,10,11
stage28:B:520:baseline_drift:069,baseline_drift,131.82580937847547,0.0789383575320243,15,10
stage28:B:520:baseline_drift:082,baseline_drift,11.254146616753458,0.0596865117549896,10,12
stage28:B:520:baseline_drift:102,baseline_drift,8.139682117158888,0.0686408877372741,10,13
stage28:B:520:baseline_drift:112,baseline_drift,42.42203514228808,0.0870081186294555,11,13
stage28:B:520:baseline_drift:127,baseline_drift,18.920695663535568,0.0581397712230682,19,11
stage28:B:520:baseline_drift:134,baseline_drift,120.17774180378557,0.1178253665566444,60,11
stage28:B:520:baseline_drift:146,baseline_drift,10.857872625494608,0.0666194260120391,10,11
stage28:B:520:baseline_drift:165,baseline_drift,16.363949574876525,0.1822767853736877,11,12
stage28:B:520:baseline_drift:179,baseline_drift,90.00463504491702,0.0757769495248794,12,11
stage28:B:520:baseline_drift:193,baseline_drift,33.21363693463711,0.072342112660408,12,11
stage28:B:520:mixed:010,mixed,22.58991854141959,0.0721098184585571,13,11
stage28:B:520:mixed:041,mixed,119.63000577053432,0.0717481598258018,14,10
stage28:B:520:mixed:070,mixed,83.34401249021278,0.0993549153208732,18,11
stage28:B:520:mixed:085,mixed,408.5255158605603,0.0581773966550827,11,9
stage28:B:520:mixed:089,mixed,50.18659839542305,0.0650651007890701,13,9
stage28:B:520:mixed:101,mixed,11.162480194099508,0.0577980503439903,8,10
stage28:B:520:mixed:104,mixed,295.221359528202,0.0598018243908882,11,10
stage28:B:520:mixed:105,mixed,108.15872344503198,0.065433882176876,16,9
stage28:B:520:mixed:110,mixed,27.964495554602625,0.0535431951284408,9,10
stage28:B:520:mixed:141,mixed,49.65342379151152,0.0609232112765312,11,10
stage28:B:520:mixed:149,mixed,623.733820562957,0.0748249962925911,14,10
stage28:B:520:mixed:156,mixed,24.69046445608893,0.0609040185809135,16,9
stage28:B:520:mixed:167,mixed,29.30861566731332,0.0685829743742942,13,10
stage28:B:520:mixed:178,mixed,107.35801927750072,0.1374064683914184,14,11
stage28:B:520:mixed:183,mixed,570.2512976888994,0.0549203902482986,10,10
stage28:B:520:mixed:195,mixed,7.708440726422357,0.0603873953223228,12,10
stage28:B:680:gaussian:016,gaussian,1263.2370683557704,0.0654902681708335,14,10
stage28:B:680:gaussian:019,gaussian,515.600779381483,0.0865548849105835,14,12
stage28:B:680:gaussian:043,gaussian,881.7321520995326,0.0740948542952537,17,9
stage28:B:680:gaussian:060,gaussian,1464.7056199088956,0.0660468861460685,14,10
stage28:B:680:gaussian:067,gaussian,2009.225343122868,0.145935520529747,38,16
stage28:B:680:gaussian:073,gaussian,309.69865582822933,0.0770021006464958,13,12
